titulo,img,descripcion,puntuacion,precio,marca,ASIN,categoria
"GIGABYTE GeForce RTX 4060 TI EAGLE OC 8GB Targeta gráfica - 8GB GDDR6 18Gbps 128bit, PCI-E 4.0, 2x DisplayPort 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3, Supports 4K, Ada Lovelace Arch.","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51k6RxGbLlL._SL500_.jpg","Sencillo de usar, Ofrece un resultado óptimo y adecuado, Material de calidad","9,6","439,99 €",GIGABYTE TECHNOLOGY,126,1
"MSI GeForce RTX™ 4060 VENTUS 2X BLACK 8G OC Tarjeta gráfica -NVIDIA RTX 4060, 8GB de memoria GDDR6, 18Gbps, PCIe 4.0, DLSS3","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31es4T0F7xL._SL500_.jpg","Tarjeta gráfica MSI GeForce RTX 4060 VENTUS 2X 8G OC con 8 GB de memoria GDDR6, tecnología NVIDIA ADA-Lovelace con Ray Tracing y DLSS3, MSI Zero Frozr - Ventiladores que eliminan las temperaturas altas, en silencio., El diseño de triple refrigeración está equipado con ventiladores Torx Fan 4.0 y proporciona una refrigeración óptima gracias a la placa base de cobre y a un eficiente sistema de heat pipes. Incluye tecnología Zero Frozr para un funcionamiento ultrasilencioso., Afterburner Toma el control total con el software de overclocking de tarjetas software de overclocking de tarjetas gráficas más reconocido y utilizado del mundo., Admite aceleración NVIDIA AI, DLSS3, DLSS2, Raytracing y Reflex, así como codificador, emisión y estudio NVIDIA.","9,5","329,95 €",MSI,127,1
"Gigabyte NVIDIA GeForce RTX 3060 GAMING OC V2 Targeta gráfica - 12GB GDDR6, 192-bit, PCI-E 4.0, 1837MHz Core Clock, RGB, 2x DP 1.4, 2 x HDMI 2.1, NVIDIA Ampere - GV-N3060GAMING OC-8GD","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51OvUow187S._SL500_.jpg","Tamaño de tarjeta L=282 W=117 H=41 mm, Núcleos tensores de tercera generación Obtenga hasta el doble de rendimiento con dispersión estructural y algoritmos de IA avanzados, como DLSS. Estos núcleos proporcionan un enorme aumento en el rendimiento del juego y nuevas habilidades de IA, Núcleos RT de segunda generación Experimente el doble de rendimiento que el núcleo RT de primera generación, así como RT y sombreado simultáneos para un nivel completamente nuevo de seguimiento de la radiación, Multiprocesadores NVIDIA Ampere Streaming Los componentes básicos de las GPU más rápidas y eficientes del mundo, el nuevo Ampere SM ofrece el doble de rendimiento FP32 y una eficiencia energética mejorada., Enfriador Windforce 3X, Carrera del núcleo 1837 MHz","9,4","339,07 €",GIGABYTE TECHNOLOGY,128,1
"ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition Tarjeta gráfica Gaming (PCIe 4.0, 12 GB GDDR6, HDMI 2.1, DisplayPort 1.4a, diseño de 2 Ranuras, Ventiladores Axial-Tech, Blanco","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41rMvuyUhKL._SL500_.jpg","Tamaño de pantalla: 1.0; Sistema operativo: Windows 10 Home; Capacidad de la memoria RAM (GB): 1.0 GB, OC mode: Boost clock 1867 MHz (OC mode)/1837 MHz (Gaming mode), Núcleos Tensor de 3.a gen.: Disfruta del doble de rendimiento con escasez estructural y algoritmos de IA avanzados como DLSS. Estos núcleos aumentan notablemente el rendimiento gaming y ofrecen nuevas capacidades de IA, Núcleos RT de 2.a gen.: El doble de rendimiento que los núcleos RT de 1.a Gen. adede trazado de rayos y sombreado simultáneos para brindarte un rendimiento completamente nuevo, Multiprocesadores de Streaming NVIDIA Ampere: Los elementos fundamentales de la GPU rápida y eficiente del mundo ofrecen el doble de rendimiento y consumen menos energía que FP32, Los ventiladores Axial-tech presentan unas aspas largas y un anillo de bloqueo que incrementa la presión de aire hacia abajo","9,3","323,90 €",ASUS,129,1
"Asus Dual NVIDIA GeForce RTX 3050 V2 OC Edition Tarjeta gráfica Gaming (PCIe 4.0, 8 GB de Memoria GDDR6, HDMI 2.1, DisplayPort 1.4a, DVI-D, diseño de 2 Ranuras, Axial-Tech, tecnología 0dB)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41iC5MXs2fL._SL500_.jpg","Tensor Cores de 3ª generación: Consigue hasta el doble de rendimiento con 'Sparsity' estructural y algoritmos avanzados de IA como DLSS; estos núcleos proporcionan un enorme aumento del rendimiento de los juegos y funciones de inteligencia artificial, Núcleos RT de 2ª generación: Multiplica por 2 la capacidad de procesamiento de los núcleos RT de primera generación, además de proporcionar RT y sombreado simultáneos para ofrecer un nuevo nivel de rendimiento en el trazado de rayos, Multiprocesadores de streaming NVIDIA Ampere: El nuevo Ampere SM multiplica por 2 la capacidad FP32 y mejora la eficiencia energética., El diseño del ventilador Axial-tech presenta un cubo más pequeño que facilita aspas más largas y un anillo de barrera más delgado que proporciona un mejor flujo de aire a través de la matriz de refrigeración., Edición OC: Reloj acelerador 1852 MHz","9,2","239,00 €",ASUS,130,1
"Gigabyte NVIDIA GeForce RTX 4060 WINDFORCE OC Targeta gráfica - 8GB GDDR6, 128-bit, PCI-E 4.0, 2475MHz Core Clock, 2x DP 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3 - GV-N4060WF2OC-8GD","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51t%2BYiti-YL._SL500_.jpg","Pieza de recambio, Modelo y marca: GIGABYTE RTX 4060 WF2OC, Componente informático","9,1","327,95 €",GIGABYTE TECHNOLOGY,131,1
"ASUS Dual GeForce RTX 3050 OC Edition 6GB GDDR6 (Resistencia al Polvo IP5X, Soporte de Acero Inoxidable, PCIe 4.0, DLSS 3, HDMI 2.1, DisplayPort 1.4a, DVI-D)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41xktjuWkHL._SL500_.jpg","Núcleos tensoriales de tercera generación: obtenga hasta el doble de rendimiento con escasez estructural y algoritmos de IA avanzados como DLSS. Estos núcleos ofrecen un enorme impulso en el rendimiento del juego y capacidades de IA completamente nuevas., Núcleos RT de 2.ª generación: experimente el doble de rendimiento que los núcleos RT de 1.ª generación, además de RT y sombreado simultáneos para un nivel completamente nuevo de rendimiento de trazado de rayos., Multiprocesadores de transmisión NVIDIA Ampere: el nuevo Ampere SM ofrece el doble de rendimiento del FP32 y una eficiencia energética mejorada., La resistencia al polvo IP5X ofrece protección contra la entrada de partículas para una mayor durabilidad., Edición OC: Boost Clock 1537 MHz (modo OC)/ 1507 MHz (modo predeterminado)",9,"221,64 €",ASUS,132,1
"ASUS Phoenix NVIDIA GeForce RTX 3050 V2 - Tarjeta Gráfica Gaming (PCIe 4.0, 8GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Ventiladores Axial-tech, Placa de Protección, Auto-Extreme)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41MmWJxwBtL._SL500_.jpg","Núcleos Tensor de 3.a gen.: Disfruta del doble de rendimiento con escasez estructural y algoritmos de IA óptimos como DLSS. Estos núcleos aumentan notablemente el rendimiento gaming y ofrecen nuevas capacidades de IA, Multiprocesadores de Streaming NVIDIA Ampere: El SM Ampere ofrece el doble de rendimiento y consume menos energía que FP32, Multiprocesadores de Streaming NVIDIA Ampere: El SM Ampere ofrece el doble de rendimiento y consume menos energía que FP32, Los ventiladores Axial-tech presentan unas aspas más largas y un anillo de bloqueo que incrementa la presión de aire hacia abajo Ventiladores con doble rodamiento de bolas que duran el doble, La tecnología Auto-Extreme aumenta la fiabilidad automatizando la fabricación","8,9","217,97 €",ASUS,133,1
"Gigabyte NVIDIA GeForce RTX 4060 GAMING OC Targeta gráfica - 8GB GDDR6, 128-bit, PCI-E 4.0, 2550MHz Core Clock, 2x DP 1.4, 2x HDMI 2.1a, NVIDIA DLSS 3 - GV-N4060GAMING OC-8GD","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F516s5LgtKpL._SL500_.jpg","Pieza de recambio, Modelo y marca: GIGABYTE RTX 4060 Gaming OC, Componente informático","8,8","364,90 €",GIGABYTE TECHNOLOGY,134,1
"Tongfushop Rotulador de 100 Colores, Rotulador Doble Punta 2S Secado Rápido, Rotuladores Alcohol Permanent con Bolsa de Almacenamiento y Espaciador para Bocetos, Cómics, Colorear, Ilustrar, Esbozar","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51egE2ZvaPL._SL500_.jpg","️【Calidad Profesional y Seguridad】Desde principiantes hasta artistas experimentados, nuestros marcadores ofrecen resultados de calidad profesional que inspiran creatividad. Están hechos con materiales no tóxicos y ecológicos, seguros para artistas de todas las edades, brindándote tranquilidad mientras creas., ️【Doble Punta para Mayor Versatilidad】Disfruta de la flexibilidad de las puntas dobles: una punta fina para detalles precisos y una cincelada ancha para trazos audaces y sombreado. Ya sea que estés dibujando, coloreando o diseñando, nuestros marcadores se adaptan a tus necesidades creativas., 【Identificación Fácil, Organización y Portabilidad】No pierdas tiempo buscando el color perfecto. Nuestros marcadores tienen tapas codificadas por color para una organización eficiente. Además, el estuche de transporte incluido hace que estos marcadores sean perfectos para cualquier aventura artística o como un regalo pensado para cualquier artista., 【Mezcla Perfecta & Coloración Suave】Disfruta de una coloración sin rayas ni interrupciones con nuestros marcadores. La tinta de alta calidad fluye suavemente, asegurando una aplicación uniforme en cada uso para que tus obras luzcan profesionales y pulidas., 【100 Colores Impresionantes】Sumérgete en un mundo de color con nuestros marcadores a base de alcohol. El arcoíris está al alcance de tu mano – elige entre 100 colores brillantes que ofrecen tonos intensamente pigmentados y ricos, dando vida a tus creaciones con una vibrancia incomparable., 【Tinta Resistente al Desvanecimiento y de Secado Rápido】Crea obras de arte que soportan el paso del tiempo. Nuestros marcadores están hechos con tinta resistente al agua y al desvanecimiento, manteniendo tus obras frescas y vibrantes. La fórmula de secado rápido minimiza las manchas y permite un mayor ritmo de capas.","9,8","38,89 €",TONGFUSHOP,135,13
"Tongfushop Rotulador de 80 Colores, Rotuladores Alcohol Impermeabile, Seguro y Secado Rápido Rotuladores Doble Punta con Base y Maletín de Transporte, Adecuado para Bocetos, Cómics","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F516L4c87UmL._SL500_.jpg","【No Tóxico y Respetuoso con el Medio Ambiente】Damos gran importancia al impacto de los productos en la salud. Siempre ponemos la salud en primer lugar. Los marcadores de alcohol Tongfushop han pasado la certificación estándar internacional MSDS, EN71 y ASTM-D4236. Los materiales son no tóxicos y libres de ácido, seguros y respetuosos con el medio ambiente. Permite que tu familia los usen., 【Fácil Mezclado, Sin Limpiar】Olvídate de los colores irregulares y irregulares. La tinta de alta calidad se mezcla sin problemas para crear hermosos efectos de color incluso para principiantes. ¡nunca más dejes que la tinta húmeda arruine tu trabajo! Dibuja sin manchas gracias a la fórmula de secado rápido a base de alcohol. Además, tu obra de arte nunca se desvanecerá ni se difuminará con el tiempo., 【Fácil Identificación, Organización y Portabilidad】no pierdas el tiempo buscando el color correcto. Las tapas codificadas por colores evitan que las puntas se sequen y te ayudan a encontrar marcas en un abrir y cerrar de ojos., 【Fino y cincelado, Doble Punta, Doble Diversión】¡Amplía tus horizontes artísticos con el diseño de marcador de doble punta! Crea detalles precisos con la punta fina de 1 mm, mientras agregas textura, una variedad de marcas y coloreas rápidamente grandes áreas con la punta de cincel ancha de 1-6 mm. ¡Deja que tu creatividad tome las riendas de tu mente y cuerpo!, 【80 Colores Vibrantes】El arcoíris está al alcance de tus manos: elige entre 80 colores brillantes y da vida a tus ideas. Desde libros para colorear hasta obras maestras profesionales, nuestros marcadores de alcohol darán vida a tu obra de arte. Son una herramienta de trabajo imprescindible en muchos campos del diseño, la ilustración y las bellas artes.","9,7","27,89 €",TONGFUSHOP,136,13
Alpino 12 Rotuladores de Colores | Punta Resistente de 3mm para Colorear | Tinta Súper Lavable y de Larga Duración | Estuche de Rotuladores de Colores Brillantes | Material Escolar,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31TxqKb0NNL._SL500_.jpg","Tinta súper lavable - La tinta hecha a base de agua ofrece una calidad inmejorable y permite su fácil lavado en la mayoría de tejidos, por ello podrás utilizar sus colores brillantes en cualquier soporte y material creativo como cuaderno, diario, mandalas, lettering… Siendo también perfectos para el uso escolar o la vuelta al cole., Ideales para uso escolar - Los rotuladores de punta de 3mm son de colores brillantes y perfectos para el uso escolar, destacan por la seguridad de su tinta hecha a base de agua. Además, cuenta con una punta super resistente y un capuchón super ventilado., El rotulador de los más pequeños - El set de 12 rotuladores de Alpino, está pensado para los más pequeños de la casa. Su punta de 3mm los hace perfectos para iniciarse en el mundo del dibujo y la pintura. Ofreciendo una gama de colores vivos y brillantes con tinta súper lavable para que puedan disfrutar sin límites., Disfruta coloreando - Los rotuladores de punta de 3mm pueden ser utilizados tanto por niños como por adultos, de manera que podréis compartir momentos junto a los más pequeños coloreando cualquier dibujo o realizando manualidades., Alpino abarca una amplia gama de rotuladores de colores brillantes de larga duración y con punta resistente, están indicados tanto para el uso escolar como para adultos y artistas.","9,6","1,46 €",ALPINO,137,13
"CRESZZLE Set de Rotuladores Duales: rotuladores doble punta 48, rotuladores profesionales, caja – Para uso en diseño, renderizado, cómics, proyectos de bricolaje, bolsa negra incluida.","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F3148F6sVnBL._SL500_.jpg","Tinta de alta calidad: Disfruta de una saturación de colores rica y una gracias a nuestra tinta permanente de alta calidad. Los rotuladores acrilicos, no tóxicos y sin ácido, ofrecen una combinación perfecta de colores en cada uso., Punta fina y punta biselada: Disfruta de un control preciso de las líneas y una mezcla de colores superior con rotuladores profesionales. Permite crear fácilmente líneas gruesas y finas., Innovadores y versátiles: Nuestros rotuladores punta pincel son los más innovadores y versátiles. Ideales para decorar ropa y proyectos de bricolaje como posavasos, tazas, etc., Diseño fácil de usar: Nuestros rotuladores lettering tienen un diseño ergonómico que los hace fáciles de sostener y usar. Las tapas son de colores y llevan el nombre de los colores, facilitando la elección de la tonalidad deseada., 48 colores permanentes: Descubre la calidad artística profesional con nuestros rotuladores colores. Ideales para dibujar, crear, renderizar, manga, libros de colorear para adultos y mucho más.","9,5","13,99 €",CRESZZLE,138,13
